Video,34,Авидио,35,cheese,po/ab.po
Books,22,Ашәҟәқәа,23,gnome-books,po/ab.po
An e-book manager application for GNOME,26,GNOME аҟны аелектронтә ашәҟәқәа шәхы иашәырхәаларц азы аԥшьы,27,gnome-books,po/ab.po
_Copy Character,23,_Асимвол ахкьыҧхьаара,24,gnome-characters,po/ab.po
Unicode,27,Иуникод,28,gnome-characters,po/ab.po
_See Also,31,_Насгьы шәахәаҧш,32,gnome-characters,po/ab.po
Recently Used,35,Ааигәа шәхы иашәырхәахьоу,36,gnome-characters,po/ab.po
Smileys & Emotion,43,Ақьачақьқәеи аемоциақәеи,44,gnome-characters,po/ab.po
People & Body,47,Ауааи ацәеижьи,48,gnome-characters,po/ab.po
Animals & Nature,51,Аҧсаатәқәеи аҧсабареи,52,gnome-characters,po/ab.po
Food & Drink,55,Афатәи ажәтәи,56,gnome-characters,po/ab.po
Travel & Places,59,Аныҟәареи аҭыҧқәеи,60,gnome-characters,po/ab.po
Activities,63,Аҽазыҟаҵарақәа,64,gnome-characters,po/ab.po
Objects,67,Аобиект,68,gnome-characters,po/ab.po
Symbols,71,Асимвол,72,gnome-characters,po/ab.po
Flags,75,Абираҟқәа,76,gnome-characters,po/ab.po
Letters & Symbols,79,Анбанқәеи асимволқәеи,80,gnome-characters,po/ab.po
Punctuation,83,Апунктуациа,84,gnome-characters,po/ab.po
Arrows,87,Ахыцқәа,88,gnome-characters,po/ab.po
Bullets,91,Амаркерқәа,92,gnome-characters,po/ab.po
Pictures,95,Асахьақәа,96,gnome-characters,po/ab.po
Currencies,99,Авалиутақәа,100,gnome-characters,po/ab.po
Math,103,Аматематика,104,gnome-characters,po/ab.po
Letters,107,Анбанқәа,108,gnome-characters,po/ab.po
General,112,Зегьы ирзаку,113,gnome-characters,po/ab.po
Open menu,117,Амениу аартара,118,gnome-characters,po/ab.po
Search,122,Аҧшаара,123,gnome-characters,po/ab.po
Keyboard shortcuts,127,Арыдқәа реилаҵа,128,gnome-characters,po/ab.po
Quit,132,Аҭыҵра,133,gnome-characters,po/ab.po
_Keyboard Shortcuts,136,_Ицоу арыдқәа,137,gnome-characters,po/ab.po
_About Characters,140,_Асимволқәа ирызкны,141,gnome-characters,po/ab.po
Characters,145,Асимволқәа,146,gnome-characters,po/ab.po
No Recent Characters,149,Аҵыхәтәантәи асимволқәа ыҟаӡам,150,gnome-characters,po/ab.po
Characters will appear here if you use them.,153,Араҟа иарбахоит лассы шәхы иашәырхәо асимволқәа,154,gnome-characters,po/ab.po
No Results,157,Аалҵшәақәа ыҟаӡам,158,gnome-characters,po/ab.po
Try a different search.,161,Шәхы иашәырхәа егьырҭ аҧшаарқәа,162,gnome-characters,po/ab.po
Loading…,165,Аҭагалара...,166,gnome-characters,po/ab.po
Character map application,169,Асимволқәа рыхсаала аҧшьы,170,gnome-characters,po/ab.po
Characters is a simple utility application to find and insert unusual characters. It allows you to quickly find the character you are looking for by searching for keywords.,173,Асимволқәа-ари имариоу ҧшьуп иалукааша асимволқәа рыҧшаареи аҭагалареи рзыУи ишәнаҭоит алшара ишәҭаху асимвол иаарццакны аҧшаара ихадоу ажәақәа рыла,177,gnome-characters,po/ab.po
"You can also browse characters by categories, such as Punctuation, Pictures, etc.",181,"Насгьы асимволқәа шәрышьҭаларц шәылшоит хкыла,иаҳҳәап, апунктуациа адыргақәа, асахьақәа.",184,gnome-characters,po/ab.po
Utility application to find and insert unusual characters,187,Имариоу аԥшьы иалукааша асимволқәа рыԥшаареи рҭагалареи рзы,188,gnome-characters,po/ab.po
characters;unicode;punctuation;math;letters;emoji;emoticon;symbols;,192,Асимволқәа;иуникод;апунктуациа;аматематика;анбанқәа;ақьачақьқәа;emoji;emoticon;,193,gnome-characters,po/ab.po
%s is not included in %s,198,%s арбаӡам %s аҟны ,199,gnome-characters,po/ab.po
Character copied to clipboard,202,Асимвол хкыҧхьаауп иаҭныҧсахлара абуфер ахь,203,gnome-characters,po/ab.po
Unassigned,206,Иазкӡам,207,gnome-characters,po/ab.po
Unknown character name,210,Асимвол ахьӡ еилкааӡам,211,gnome-characters,po/ab.po
%s Sidebar Row,220,%s Аварахьтәи аҵҟьа ацәаҳәа,221,gnome-characters,po/ab.po
Search Result,224,Алҵшәа аҧшаара ,225,gnome-characters,po/ab.po
GNOME Characters,234,GNOME асимволқәа,235,gnome-characters,po/ab.po
Character Map,238,Асимволқәа рыхсаала,239,gnome-characters,po/ab.po
Match tiles and clear the board,24,"Еиԥшқәоу акамаҭелқәа  алхны,аҭӡамц шәрыцқьа",25,gnome-mahjongg,po/ab.po
"A solitaire version of the classic Eastern tile game. Tiles are stacked on the board at the start of the game. The goal is to remove all the tiles in as little time as possible. Select two matching tiles and they will disappear from the board, but you can only select a tile if there is an empty space to its left or right at the same level. Be careful: tiles that look alike may actually be slightly different.",28,"Солитер иклассику азиатә хәмарра .Ахәмарра алагамҭазы акамаҭелқәа ахәмарратә ишәаҟны иқәуп , дара-дара еихагыланы .Ахәмарра хықәкыс иамоуп акамаҭелқәа зегьы рықәгара излауа ала аамҭа маҷ шәхы иархәаны. Акамаҭелқәа рықәгаразы ишәыԥшаа ,нас  иалышәкаа ҩба еиԥшу ,уи ашьҭахь дара рхала ахәмарратә ишәа ианыҵоит.иалышәхыр ҟалоит акамаҭелқәа ҩаӡарак аҟны иҟоу,насгьы арыӷьаратә мамзар арымаратә зыркца зхы иақәитны иҟоу  .Азҿлымҳара аашәырԥшы, акамаҭелқәа руак еиԥшушәа шәгәы иаанагар алшоит,аха аиашазы зынӡа еиԥшӡам.",35,gnome-mahjongg,po/ab.po
"GNOME Mahjongg features a variety of starting layouts, some easy and some difficult. If you get stuck, you can ask for a hint, but this adds a large time penalty.",43,"Маджонг GNOME аҟны ахархәара рымоуп еиуеиԥшым акамаҭелқәа реихшақәа .Аихшақәа ыҟоуп иамариақәоугьы имариақәамгьы.Аныҟәара шәцәыуадаҩзар аҵаҳәа шәхы иашәархәар шәылшоит, аха уи ашьҭахь ахараԥсатә аамҭа шәхаԥхьаӡалахоит.",47,gnome-mahjongg,po/ab.po
Mahjongg,56,Маджонг,57,gnome-mahjongg,po/ab.po
Disassemble a pile of tiles by removing matching pairs,60,"Еилшәырга акамаҭелқәа реизга ду , еиқәшәо аихацалақәа ықәгауа",61,gnome-mahjongg,po/ab.po
game;strategy;puzzle;board;,65,game;strategy;puzzle;board;ахәмарра;астратегиа;ахыԥҽыга;аишәатә;,66,gnome-mahjongg,po/ab.po
Width of the window in pixels,69,Аԥенџьыр аҭбаара пиксельла ,70,gnome-mahjongg,po/ab.po
Height of the window in pixels,73,Аԥенџьыр аҳаракыра пиксельла ,74,gnome-mahjongg,po/ab.po
true if the window is maximized,77,"иалхзар,аԥенџьыр иамоуп иреиҳау ашәага",78,gnome-mahjongg,po/ab.po
Easy,87,имариоу,88,gnome-mahjongg,po/ab.po
The Ziggurat,92,Зиккурат,93,gnome-mahjongg,po/ab.po
Four Bridges,97,Ԥшь-цҳак,98,gnome-mahjongg,po/ab.po
Cloud,102,Аԥҭа,103,gnome-mahjongg,po/ab.po
Tic-Tac-Toe,107,Аџьарқәеи анольқәеи,108,gnome-mahjongg,po/ab.po
Red Dragon,112,Агәылшьаԥ ҟаԥшь,113,gnome-mahjongg,po/ab.po
Overpass,117,Аиасра,118,gnome-mahjongg,po/ab.po
Pyramid's Walls,122,Апирамида аҭӡамц,123,gnome-mahjongg,po/ab.po
Confounding Cross,127,Еилаԥсоу аџьар,128,gnome-mahjongg,po/ab.po
Difficult,132,Имариам,133,gnome-mahjongg,po/ab.po
Main functions,138,Ихадоу афункциақәа,139,gnome-mahjongg,po/ab.po
Start a new game,144,Ахәмарра ҿыц алагара,145,gnome-mahjongg,po/ab.po
Pause the game,150,Ахәмарра аанкылара,151,gnome-mahjongg,po/ab.po
Undo,156,Аԥыхра,157,gnome-mahjongg,po/ab.po
Redo,162,Архынҳәра,163,gnome-mahjongg,po/ab.po
Show a hint,168,Аҵаҳәара арбара,169,gnome-mahjongg,po/ab.po
Generic,174,Зегьы еицырзеиԥшу,175,gnome-mahjongg,po/ab.po
Toggle main menu,180,Ихадоу амениу аиагара,181,gnome-mahjongg,po/ab.po
Show Keyboard Shortcuts,186,Арыдқәа реилаҵа арбара ,187,gnome-mahjongg,po/ab.po
Show Help,192,Аилыркаа арбара,193,gnome-mahjongg,po/ab.po
Fullscreen,198,Аекран зегьы иалакны арбара,199,gnome-mahjongg,po/ab.po
Quit,204,Аҭыҵра,205,gnome-mahjongg,po/ab.po
Theme,208,Атема,209,gnome-mahjongg,po/ab.po
Layout,212,Аихшара,213,gnome-mahjongg,po/ab.po
Background color,216,Ақәыԥшылара аԥштәы,217,gnome-mahjongg,po/ab.po
Layout: ,220,Аихшара :,221,gnome-mahjongg,po/ab.po
New Game,224,Ахәмарра ҿыц,225,gnome-mahjongg,po/ab.po
Restart Game,228,Ахәмарра ханатә алагара,229,gnome-mahjongg,po/ab.po
Scores,232,Алҵшәа,233,gnome-mahjongg,po/ab.po
Preferences,236,Ахышәарақәа,237,gnome-mahjongg,po/ab.po
Keyboard Shortcuts,240,Арыдқәа реилаҵа,241,gnome-mahjongg,po/ab.po
Help,244,Аилыркаа,245,gnome-mahjongg,po/ab.po
About Mahjongg,248,Маджонг аԥшьы иазкны,249,gnome-mahjongg,po/ab.po
Paused,252,Ааҭгылара,253,gnome-mahjongg,po/ab.po
Print release version and exit,256,Аверсиа аномер аарԥшны аҭыҵра,257,gnome-mahjongg,po/ab.po
Do you want to start a new game with this map?,260,Абри ахсаала шәхы иархәаны ахәмарра ҿыц шәалагар шәҭахума? ,261,gnome-mahjongg,po/ab.po
If you continue playing the next game will use the new map.,264,Ахәмарра иацышәҵар анаҩстәи ахәмарра иамазаауеит ахсаала ҿыц.,265,gnome-mahjongg,po/ab.po
_Continue playing,268, _ Ахәмарра ацҵара,269,gnome-mahjongg,po/ab.po
Use _new map,272,Ахсаала_алхра,273,gnome-mahjongg,po/ab.po
There are no more moves.,276,Аныҟәарақәа рыхкқәа уаҳа ыҟаӡам,277,gnome-mahjongg,po/ab.po
"Each puzzle has at least one solution.  You can undo your moves and try and find the solution, restart this game, or start a new one.",280,"Ахыԥҽыгақәа доусы ирымоуп акы иагымхаргьы аҳасабшьа. Шәара ишәылшоит иҟашәҵаз аныҟәарақәааԥыхны аҳасабшьа шәашьҭалар, ахәмарра еиҭаҿашәкыр,мамзар аҿыц шәалагар",283,gnome-mahjongg,po/ab.po
"You can also try to reshuffle the game, but this does not guarantee a solution.",287,"Шәара ишәылшоит акамаҭелқәа еилшәырхыр,аха уи ахыԥҽыга аҳасабраҿы ахәдықәҵара шәнаҭаӡом. ",290,gnome-mahjongg,po/ab.po
_Undo,293,_ Аԥыхра,294,gnome-mahjongg,po/ab.po
_Restart,297,_ҿыцны алагара,298,gnome-mahjongg,po/ab.po
_New game,301,_ Ахәмарра ҿыц,302,gnome-mahjongg,po/ab.po
_Shuffle,305,_Аилыхра,306,gnome-mahjongg,po/ab.po
Main game:,309,Ихадароу ахәмарра,310,gnome-mahjongg,po/ab.po
Maps:,313,Ахсаалақәа,314,gnome-mahjongg,po/ab.po
Tiles:,317,Акамаҭелқәа:,318,gnome-mahjongg,po/ab.po
A matching game played with Mahjongg tiles,321,Еиԥшқәоу акамаҭелқәа рыԥшааразы  Маджонг ахәмарра,322,gnome-mahjongg,po/ab.po
_Quit,329,_Ахырқәшара,330,gnome-mahjongg,po/ab.po
OK,333,ОК,334,gnome-mahjongg,po/ab.po
Date,337,Арыцхә,338,gnome-mahjongg,po/ab.po
Time,341,Аамҭа,342,gnome-mahjongg,po/ab.po
Moves Left:,345,Аныҟәарақәа аанханы иҟоуп,346,gnome-mahjongg,po/ab.po
Unpause the game,349,Ахәмарра аиҭалагара,350,gnome-mahjongg,po/ab.po
Pause the game,353,Ахәмарра аанкылара,354,gnome-mahjongg,po/ab.po
Sound & Video,23,Аудио насгьы авидео,24,gnome-menus,po/ab.po
Multimedia menu,27,Амультимедиа,28,gnome-menus,po/ab.po
Programming,31,Апрограммаҩра,32,gnome-menus,po/ab.po
Tools for software development,35,Амаругақәа апрограммақәа рырмазеиразы ,36,gnome-menus,po/ab.po
Education,39,Арҵаратә,40,gnome-menus,po/ab.po
Games,43,Ахәмаррақәа,44,gnome-menus,po/ab.po
Games and amusements,47,Ахәмаррақәеи агәырҿыхагақәеи,48,gnome-menus,po/ab.po
Graphics,51,Аграфика,52,gnome-menus,po/ab.po
Graphics applications,55,Аграфиказы аԥшьқәа,56,gnome-menus,po/ab.po
Internet,59,Аинтернет,60,gnome-menus,po/ab.po
Programs for Internet access such as web and email,63,Аинтернет аус адуларазы апрограммақәа,64,gnome-menus,po/ab.po
Office,67,Аофис,68,gnome-menus,po/ab.po
Office Applications,71,Аофис иатәу аԥшьқәа,72,gnome-menus,po/ab.po
System Tools,75,Асистематә,76,gnome-menus,po/ab.po
System configuration and monitoring,79,Асистема аиҽкаареи ацклаԥшреи рзы ахархәагақәа,80,gnome-menus,po/ab.po
Universal Access,83,Чыдалатәи алшарақәа,84,gnome-menus,po/ab.po
Universal Access Settings,87,Чыдалатәи алшарақәа рхышәарақәа,88,gnome-menus,po/ab.po
Accessories,91,Истандарту,92,gnome-menus,po/ab.po
Desktop accessories,95,Истандарту аԥшьқәа,96,gnome-menus,po/ab.po
Applications,100,Аԥшькәа,101,gnome-menus,po/ab.po
Other,104,Егьырҭ,105,gnome-menus,po/ab.po
Applications that did not fit in other categories,108,Изеиԥшхкызаалак иақәымшәо аԥшьқәа.,109,gnome-menus,po/ab.po
Sundry,112,Еиуеиԥшым,113,gnome-menus,po/ab.po
Utilities,116,Утилитқәа,117,gnome-menus,po/ab.po
Small but useful GNOME tools,120,Хәарҭара злоу GNOME амаругақәа,121,gnome-menus,po/ab.po
Web Applications,124,Веб-аԥшьқәа,125,gnome-menus,po/ab.po
Applications and sites saved from Web,128,Аинтернет аҟынтә еиқәырхоу аԥшькәеи асаитқәеи ,129,gnome-menus,po/ab.po
_New Game,21,_Ахәмарра ҿыц,22,gnome-robots,po/ab.po
_Scores,25,_Алҵшәақәа,26,gnome-robots,po/ab.po
_Preferences,29,_Ахышәарақәа,30,gnome-robots,po/ab.po
_Help,33,_Аилыркаа,34,gnome-robots,po/ab.po
_About Robots,37,_Ароботқәа ирызкны,38,gnome-robots,po/ab.po
GNOME Robots,41,Аробоқәа GNOME,42,gnome-robots,po/ab.po
Avoid the robots and make them crash into each other,45,"Шәрыцәцала ароботқәа, иааихаларц азы",46,gnome-robots,po/ab.po
It is the distant future: the year 2000. Evil robots are trying to kill you. Avoid the robots or face certain death.,50,"Ари хара иҟалашоуп:2000 ашықәс.Злеишәа цәгьоу ароботқәа шәыршьырц иаҿуп.Шәыҽрықәшәмыршәан ароботқәа, мамзар шәҭахоит.",53,gnome-robots,po/ab.po
"Fortunately, the robots are extremely stupid and will always move directly towards you. Trick them into colliding into each other, resulting in their destruction, or into the junk piles that result. You can defend yourself by moving the junk piles, or escape to safety with your handy teleportation device.",56,"Инасыԥхаз уи ауп, ароботқәа даара игаӡуп, шәара шәахь рхы рханы иныҟәалоит.Ароботқәа дареи-дареи ,мамзар аҟьамсар еизгақәеи дареи ааишәырхала.Шәара ишәылшоит шәхы шәыхьчарц аҟьамсар еизгақәа рҭыԥқәа ԥсахуа,мамзар шәҽышәҵәахыр  ателепортҟаҵаразы апортативтә еиҿартәыра шәхы иархәаны.",62,gnome-robots,po/ab.po
"Your supply of safe teleports is limited, and once you run out, teleportation could land you right next to a robot, who will kill you. Survive for as long as possible!",66,"Ишәарҭадоу ателепортқәа рхыԥхьаӡара ԥкуп, урҭ анынҵәалак ашьҭахь , ателепорт шәианагар алшоит иаарласны шәҭазырхо ароботқәа рахь.Излауо ала акыраамҭа шәаанхароуп.",70,gnome-robots,po/ab.po
The GNOME Project,73,Апроект GNOME,74,gnome-robots,po/ab.po
Robots,78,Ароботқәа,79,gnome-robots,po/ab.po
game;arcade;teleport;,83,ахәмарра;аркада;ателепорт,84,gnome-robots,po/ab.po
"Congratulations, You Have Defeated the Robots!! \nBut Can You do it Again?",87,"Ишәыдаҳныҳәалоит, шәара ароботқәа шәыриааит!!\nИшәылшару еиҭа уи аҟаҵара",90,gnome-robots,po/ab.po
There are no teleport locations left!!,95,Ателепорт аҟацаразы уаҳа аҭыԥқәа ыҟаӡам!!,96,gnome-robots,po/ab.po
There are no safe locations to teleport to!!,99,Ателепорт аҟацаразы ишәарҭам аҭыԥқәа ыҟаӡам!!,100,gnome-robots,po/ab.po
Unknown Command,103,Еилкаам адҵа,104,gnome-robots,po/ab.po
Classic robots,107,Аклассикатә роботқәа,108,gnome-robots,po/ab.po
Classic robots with safe moves,111,Ишәарҭам аныҟәарақәа змоу аклассикатә роботқәа,112,gnome-robots,po/ab.po
Classic robots with super-safe moves,115,Аклассикатә роботқәа иҷыдоу ишәарҭам аныҟәарақәа змоу,116,gnome-robots,po/ab.po
Nightmare,119,Акаамеҭ,120,gnome-robots,po/ab.po
Nightmare with safe moves,123,Акаамеҭ ишәарҭам аныҟәарақәа рҟны,124,gnome-robots,po/ab.po
Nightmare with super-safe moves,127,Акаамеҭ иҷыдоу ишәарҭам аныҟәарақәа рҟны,128,gnome-robots,po/ab.po
Robots2,131,Ароботқәа2,132,gnome-robots,po/ab.po
Robots2 with safe moves,135,Ароботқәа2 ишәарҭам аныҟәарақәа змоу,136,gnome-robots,po/ab.po
Robots2 with super-safe moves,139,Ароботқәа2 иҷыдоу ишәарҭам аныҟәарақәа змоу,140,gnome-robots,po/ab.po
Robots2 easy,143,Имариоу Ароботқәа2,144,gnome-robots,po/ab.po
Robots2 easy with safe moves,147,Имариоу Ароботқәа2 ишәарҭам аныҟәарақәа змоу,148,gnome-robots,po/ab.po
Robots2 easy with super-safe moves,151,Имариоу Ароботқәа2 иҷыдоу ишәарҭам аныҟәарақәа змоу,152,gnome-robots,po/ab.po
Robots with safe teleport,155,Ароботқәа ишәарҭам ателепорт ҟазҵо,156,gnome-robots,po/ab.po
Robots with safe teleport with safe moves,159,"Ароботқәа ишәарҭам ателепортҟаҵареи, ишәарҭам аныҟәарақәеи змоу. ",160,gnome-robots,po/ab.po
Robots with safe teleport with super-safe moves,163,"Ароботқәа ишәарҭам ателепортҟаҵареи,иҷыдоу ишәарҭам аныҟәарақәеи змоу.",164,gnome-robots,po/ab.po
Level: %d\tScore: %d,169,Аҩаӡара: %d\t Аԥхьаӡара: %d,170,gnome-robots,po/ab.po
(Remaining: %d),175,(Иаанхеит : %d),176,gnome-robots,po/ab.po
Teleport _Safely,180,_Ишәарҭам ателепортҟаҵара,181,gnome-robots,po/ab.po
Based on classic BSD Robots,184,Ишьаҭыркуп иклассику ароботқәа BSD рҟынтә,185,gnome-robots,po/ab.po
Are you sure you want to discard the current game?,192,Шәызҭоу ахәмарра аԥышәхырц шышәҭаху агәраганы шәыҟоума?,193,gnome-robots,po/ab.po
Keep _Playing,196,Ахәмарра_ ахь ахынҳәра,197,gnome-robots,po/ab.po
Teleport _Randomly,200,Машәырлатәи_ ателепортҟаҵара,201,gnome-robots,po/ab.po
_Wait for Robots,204,_ Ароботқәа рзыԥшра,205,gnome-robots,po/ab.po
Game Type:,209,Ахәмарра ахкы,210,gnome-robots,po/ab.po
No game data could be found.,213,Ахәмарра адыррақәа ԥшааӡам,214,gnome-robots,po/ab.po
The program Robots was unable to find any valid game configuration files. Please check that the program is installed correctly.,217,Апрограмма Ароботқәа иазымԥшааӡеит иахәҭаз асахьақәа зегьы.Игәашәҭа ахәмарра ашьақәыргылара аиашашьа.,220,gnome-robots,po/ab.po
Some graphics files are missing or corrupt.,223,"Ԥыҭк асахьақәа рфаилкәа ыҟаӡам,мамзар ааха рымоуп",224,gnome-robots,po/ab.po
The program Robots was unable to load all the necessary graphics files. Please check that the program is installed correctly.,227,Апрограмма Ароботқәа иазҭамгалаӡеит иахәҭоу асахьақәа рфаилқәа зегьы.Игәашәҭа ахәмарра ашьақәыргылара аиашашьа.,230,gnome-robots,po/ab.po
Could not find “%s” pixmap file\n,234,Изалымшахеит асахьа афаил аԥшаара “%s”\n,235,gnome-robots,po/ab.po
Preferences,238,Ахышәарақәа,239,gnome-robots,po/ab.po
Game Type,242,Ахәмарра ахкы,243,gnome-robots,po/ab.po
_Use safe moves,246,_Ишәарҭам аныҟәарақәа рхархәара,247,gnome-robots,po/ab.po
Prevent accidental moves that result in getting killed.,250,Ҭахарала инҵәо аныҟәарақәа зегьы реиԥырҟьара,251,gnome-robots,po/ab.po
U_se super safe moves,254,Иҷыдоу ишәарҭам аныҟәарақәа рхархәара,255,gnome-robots,po/ab.po
Prevents all moves that result in getting killed.,258,Ҭахарала инҵәо аныҟәарақәа зегьы реиԥырҟьара,259,gnome-robots,po/ab.po
_Enable sounds,262,_ Абжьы аҿакра,263,gnome-robots,po/ab.po
Play sounds for events like winning a level and dying.,266,"Аҭахареи, аиааирақәеи раан абжьы аҿакра.",267,gnome-robots,po/ab.po
Game,270,Ахәмарра,271,gnome-robots,po/ab.po
_Image theme:,274,_Ароботқәа ртема,275,gnome-robots,po/ab.po
_Background color:,278,_Ақәыԥшылара аԥштәы,279,gnome-robots,po/ab.po
Appearance,282,Адәахьтәи аҿанԥшылара,283,gnome-robots,po/ab.po
_Restore Defaults,286,_Ахышәарақәа ишыҟоу еиԥш реиҭашьақәыргылара,287,gnome-robots,po/ab.po
Keyboard,290,Арыдыркыра,291,gnome-robots,po/ab.po
Custom,24,Даҽа сеанск,25,gnome-session,po/ab.po
This entry lets you select a saved session,28,Ари анҵамҭа ишәнаҭоит азин еиқәырхоу асеанс алхра,29,gnome-session,po/ab.po
